Driver_ID,Name,Degree,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality
9,Kubica,16,0.018604651162790697,5.5416643627474945e-05,0.04115748955947693
24,Liuzzi,16,0.018604651162790697,2.3658680560584022e-05,0.06415452052495182
49,Frentzen,16,0.018604651162790697,1.2283424211940934e-05,0.06074397523730412
141,Bailey,16,0.018604651162790697,3.4393682111324794e-06,0.05314514633490677
133,Caffi,16,0.018604651162790697,1.1199586049297635e-05,0.053061780899488056
107,Ratzenberger,15,0.01744186046511628,0.0015980921399026,0.013775899452149352
19,Davidson,15,0.01744186046511628,1.676359013950913e-05,0.060552518482277044
110,de Cesaris,15,0.01744186046511628,0.0010388390156551922,0.009685974394200323
20,Vettel,15,0.01744186046511628,1.8002211025312965e-05,0.052361154661937644
154,Grosjean,15,0.01744186046511628,7.2874233441168e-05,0.040354581236983954
75,Nakano,15,0.01744186046511628,4.741083005252307e-05,0.06460897817644005
67,Buemi,15,0.01744186046511628,8.417031710149263e-06,0.06422569370453791
164,Winkelhock,15,0.01744186046511628,0.00010199249390891279,0.03467278714550632
28,Winkelhock,15,0.01744186046511628,5.0758025927951176e-05,0.05018585996803246
189,Gartner,15,0.01744186046511628,2.971907733299567e-05,0.05537975059679196
190,Fabi,15,0.01744186046511628,3.308859083860177e-05,0.053877293481973496
194,Salazar,15,0.01744186046511628,2.2409831987815066e-05,0.05081378000306118
99,Tarquini,15,0.01744186046511628,5.094666655355061e-05,0.04775141436981328
144,Hattori,14,0.01627906976744186,0.0006993803642993026,0.04756399671661185
52,Firman,13,0.015116279069767442,5.008520883707591e-06,0.0526933183972458
86,Lavaggi,13,0.015116279069767442,6.134397234583347e-05,0.0557249754542251
130,Chiesa,12,0.013953488372093023,0.0,0.04604400424850112
102,Senna,12,0.013953488372093023,4.922386274418112e-07,0.041346776605234684
5,Kovalainen,12,0.013953488372093023,3.24973459208501e-05,0.03212695788717325
44,Panis,12,0.013953488372093023,7.9536915087114e-06,0.03876024422203932
50,Verstappen,12,0.013953488372093023,3.591128024254443e-06,0.052420230429364174
2,Heidfeld,11,0.012790697674418604,8.362936281394392e-06,0.03546648855540766
151,Donnelly,11,0.012790697674418604,0.0,0.03689680252850466
202,Pironi,11,0.012790697674418604,5.578402429798049e-06,0.04098661060040206
199,Reutemann,10,0.011627906976744186,3.0154971026723803e-06,0.04501631088177468
129,Grouillard,10,0.011627906976744186,2.7922870876451436e-05,0.0017475144819819432
214,Cogan,10,0.011627906976744186,5.8506338906671795e-05,0.028347393470813116
203,Villeneuve,10,0.011627906976744186,0.0,0.04007999081696202
208,de Villota,10,0.011627906976744186,0.00011512611117158151,0.032815442426441924
23,Schumacher,9,0.010465116279069767,4.016342646984009e-07,0.037119032852383466
205,Henton,9,0.010465116279069767,1.0677856250794177e-05,0.02340900867964297
139,Pirro,9,0.010465116279069767,0.0002380306828954051,0.009407933102844653
60,Mazzacane,9,0.010465116279069767,0.0005280851816049266,0.034372786962649164
70,Zanardi,9,0.010465116279069767,2.7825381997828145e-06,0.03942911068744724
31,Pablo Montoya,9,0.010465116279069767,7.106338290937591e-06,0.02960362203752994
210,Byrne,9,0.010465116279069767,5.966051029003477e-06,0.03190844662282495
92,Gachot,9,0.010465116279069767,8.677283496570389e-07,0.02993543795881253
30,Schumacher,9,0.010465116279069767,1.000297031381422e-05,0.021931792503698578
207,Andretti,8,0.009302325581395349,5.80609305797513e-05,0.017837900572995693
211,Keegan,8,0.009302325581395349,3.384140563662452e-07,0.02489785256597961
79,Katayama,8,0.009302325581395349,4.4613989922070105e-05,0.03036991858221738
213,Gabbiani,8,0.009302325581395349,3.1816806967273733e-06,0.020152654588448858
135,McCarthy,8,0.009302325581395349,0.00018149395468796458,0.005713268818833475
171,Forini,8,0.009302325581395349,5.8487026477587996e-05,0.03090935620022585
38,Doornbos,8,0.009302325581395349,0.0,0.02401649322497168
36,Montagny,7,0.00813953488372093,1.9783509240203595e-06,0.02462496627233253
138,Nakajima,7,0.00813953488372093,5.053649908402594e-06,0.0010300307302186856
